epoch:1
train path acc=0.8746282324959246	test path acc=0.6430379933410524	ensemble acc=0.669345579793341
vote rate for correct mean=0.8655792954375968 max=1.0 min=0.0
vote rate for wrong mean=0.7893623742699721 max=1.0 min=0.0
id	results				label	correct	vote rate
487.0	155.0	0.0	0.0	743.0	2.0	0.0	0.8273942093541202
488.0	11.0	367.0	0.0	1.0	2.0	0.0	0.9683377308707124
496.0	0.0	797.0	258.0	300.0	3.0	0.0	0.5881918819188192
503.0	0.0	0.0	0.0	1542.0	0.0	0.0	1.0
516.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
525.0	4072.0	959.0	37.0	1099.0	3.0	0.0	0.6602886330468624
526.0	3119.0	1204.0	43.0	1084.0	1.0	0.0	0.5722935779816514
531.0	319.0	202.0	0.0	0.0	1.0	0.0	0.6122840690978887
532.0	327.0	1.0	0.0	0.0	2.0	0.0	0.9969512195121951
533.0	7.0	1201.0	207.0	0.0	2.0	0.0	0.8487632508833922
534.0	33.0	373.0	0.0	82.0	3.0	0.0	0.764344262295082
535.0	0.0	1183.0	0.0	2.0	2.0	0.0	0.9983122362869198
538.0	0.0	2.0	0.0	3.0	0.0	0.0	0.6
559.0	89.0	90.0	0.0	215.0	1.0	0.0	0.5456852791878173
568.0	628.0	306.0	1.0	1399.0	0.0	0.0	0.5994001713796058
571.0	326.0	400.0	108.0	0.0	2.0	0.0	0.47961630695443647
574.0	0.0	0.0	0.0	214.0	0.0	0.0	1.0
583.0	0.0	21.0	30.0	1.0	1.0	0.0	0.5769230769230769
589.0	263.0	248.0	0.0	527.0	0.0	0.0	0.5077071290944123
594.0	216.0	0.0	0.0	604.0	1.0	0.0	0.7365853658536585
601.0	1.0	96.0	138.0	10.0	1.0	0.0	0.563265306122449
604.0	193.0	0.0	0.0	0.0	3.0	0.0	1.0
605.0	189.0	143.0	0.0	248.0	2.0	0.0	0.42758620689655175
610.0	329.0	0.0	114.0	0.0	1.0	0.0	0.7426636568848759
612.0	0.0	617.0	0.0	129.0	3.0	0.0	0.8270777479892761
613.0	0.0	636.0	0.0	150.0	3.0	0.0	0.8091603053435115
614.0	0.0	124.0	24.0	1858.0	1.0	0.0	0.9262213359920239
616.0	703.0	1566.0	207.0	13.0	0.0	0.0	0.6291683406990759
641.0	3.0	0.0	26.0	904.0	1.0	0.0	0.9689174705251876
644.0	453.0	0.0	0.0	0.0	1.0	0.0	1.0
656.0	360.0	0.0	0.0	0.0	2.0	0.0	1.0
660.0	1102.0	3.0	9.0	79.0	1.0	0.0	0.9237217099748533
663.0	1.0	194.0	12.0	0.0	0.0	0.0	0.9371980676328503
664.0	32.0	0.0	1.0	175.0	2.0	0.0	0.8413461538461539
669.0	1.0	0.0	0.0	3.0	2.0	0.0	0.75
675.0	0.0	0.0	0.0	922.0	2.0	0.0	1.0
678.0	441.0	442.0	0.0	19.0	3.0	0.0	0.49002217294900224
690.0	322.0	12.0	0.0	0.0	1.0	0.0	0.9640718562874252
692.0	0.0	0.0	4.0	230.0	1.0	0.0	0.9829059829059829
693.0	0.0	1.0	4.0	212.0	1.0	0.0	0.9769585253456221
694.0	0.0	0.0	2.0	211.0	1.0	0.0	0.9906103286384976
697.0	1.0	443.0	0.0	1.0	0.0	0.0	0.9955056179775281
702.0	0.0	249.0	0.0	1.0	2.0	0.0	0.996
708.0	475.0	465.0	118.0	22.0	2.0	0.0	0.4398148148148148
710.0	241.0	677.0	4.0	3762.0	1.0	0.0	0.8031596925704526
713.0	0.0	197.0	43.0	78.0	2.0	0.0	0.6194968553459119
714.0	399.0	6.0	335.0	31.0	1.0	0.0	0.5175097276264592
716.0	14.0	225.0	36.0	77.0	0.0	0.0	0.6392045454545454
734.0	1826.0	41.0	0.0	953.0	1.0	0.0	0.6475177304964539
735.0	377.0	995.0	1.0	2.0	0.0	0.0	0.7236363636363636
738.0	0.0	20.0	294.0	0.0	1.0	0.0	0.9363057324840764
744.0	451.0	0.0	0.0	2.0	2.0	0.0	0.9955849889624724
757.0	2.0	69.0	449.0	57.0	1.0	0.0	0.7781629116117851
769.0	125.0	0.0	0.0	1.0	3.0	0.0	0.9920634920634921
776.0	1.0	589.0	0.0	169.0	3.0	0.0	0.7760210803689065
778.0	501.0	17.0	368.0	28.0	1.0	0.0	0.5481400437636762
781.0	834.0	0.0	0.0	0.0	1.0	0.0	1.0
783.0	133.0	380.0	0.0	0.0	0.0	0.0	0.7407407407407407
788.0	0.0	0.0	0.0	456.0	1.0	0.0	1.0
790.0	0.0	181.0	371.0	30.0	1.0	0.0	0.6374570446735395
796.0	76.0	102.0	0.0	240.0	1.0	0.0	0.5741626794258373
812.0	300.0	58.0	0.0	24.0	1.0	0.0	0.7853403141361257
820.0	0.0	34.0	0.0	0.0	0.0	0.0	1.0
824.0	0.0	257.0	0.0	1.0	0.0	0.0	0.9961240310077519
826.0	0.0	25.0	0.0	453.0	1.0	0.0	0.9476987447698745
827.0	0.0	237.0	13.0	0.0	3.0	0.0	0.948
831.0	103.0	729.0	42.0	11.0	0.0	0.0	0.823728813559322
833.0	3.0	234.0	0.0	1007.0	1.0	0.0	0.8094855305466238
844.0	812.0	259.0	121.0	1.0	1.0	0.0	0.680637049455155
848.0	0.0	692.0	0.0	176.0	3.0	0.0	0.7972350230414746
849.0	0.0	724.0	0.0	161.0	3.0	0.0	0.8180790960451978
852.0	335.0	30.0	0.0	0.0	2.0	0.0	0.9178082191780822
855.0	466.0	9.0	0.0	190.0	1.0	0.0	0.7007518796992481
856.0	97.0	212.0	0.0	0.0	0.0	0.0	0.686084142394822
859.0	326.0	281.0	0.0	0.0	2.0	0.0	0.5370675453047776
860.0	489.0	331.0	142.0	0.0	1.0	0.0	0.5083160083160083
863.0	0.0	462.0	0.0	992.0	2.0	0.0	0.6822558459422283
866.0	14.0	117.0	0.0	0.0	0.0	0.0	0.8931297709923665
869.0	11.0	321.0	0.0	0.0	0.0	0.0	0.9668674698795181
875.0	209.0	507.0	0.0	0.0	0.0	0.0	0.7081005586592178
882.0	1.0	459.0	0.0	0.0	3.0	0.0	0.9978260869565218
883.0	0.0	58.0	39.0	440.0	2.0	0.0	0.819366852886406
891.0	511.0	85.0	77.0	310.0	2.0	0.0	0.5198372329603256
896.0	0.0	62.0	14.0	0.0	3.0	0.0	0.8157894736842105
899.0	316.0	1.0	0.0	0.0	2.0	0.0	0.9968454258675079
901.0	0.0	17.0	0.0	1072.0	0.0	0.0	0.9843893480257117
904.0	0.0	448.0	0.0	0.0	2.0	0.0	1.0
907.0	2.0	0.0	0.0	1482.0	2.0	0.0	0.9986522911051213
909.0	0.0	583.0	0.0	251.0	3.0	0.0	0.6990407673860911
912.0	0.0	0.0	0.0	1041.0	2.0	0.0	1.0
920.0	280.0	0.0	0.0	0.0	1.0	0.0	1.0
921.0	69.0	0.0	0.0	26.0	1.0	0.0	0.7263157894736842
926.0	0.0	29.0	0.0	140.0	0.0	0.0	0.8284023668639053
928.0	499.0	0.0	0.0	0.0	2.0	0.0	1.0
935.0	1.0	474.0	0.0	1.0	2.0	0.0	0.9957983193277311
937.0	1367.0	0.0	0.0	1.0	1.0	0.0	0.9992690058479532
940.0	533.0	0.0	0.0	0.0	3.0	0.0	1.0
942.0	0.0	0.0	386.0	359.0	3.0	0.0	0.5181208053691275
943.0	482.0	0.0	0.0	0.0	1.0	0.0	1.0
945.0	79.0	674.0	0.0	0.0	0.0	0.0	0.8950863213811421
948.0	289.0	451.0	107.0	311.0	0.0	0.0	0.38946459412780654
949.0	0.0	0.0	0.0	312.0	2.0	0.0	1.0
950.0	1.0	0.0	0.0	37.0	1.0	0.0	0.9736842105263158
951.0	0.0	3.0	0.0	1017.0	0.0	0.0	0.9970588235294118
959.0	396.0	101.0	254.0	0.0	2.0	0.0	0.5272969374167776
964.0	303.0	5.0	6.0	1.0	1.0	0.0	0.9619047619047619
965.0	292.0	36.0	8.0	2.0	1.0	0.0	0.863905325443787
974.0	534.0	610.0	0.0	114.0	0.0	0.0	0.4848966613672496
977.0	339.0	1.0	0.0	0.0	1.0	0.0	0.9970588235294118
978.0	0.0	61.0	4.0	374.0	2.0	0.0	0.8519362186788155
990.0	29.0	7.0	0.0	0.0	1.0	0.0	0.8055555555555556
991.0	0.0	0.0	0.0	1028.0	0.0	0.0	1.0
993.0	0.0	435.0	636.0	1269.0	2.0	0.0	0.5423076923076923
1001.0	0.0	0.0	633.0	147.0	3.0	0.0	0.8115384615384615
1004.0	0.0	391.0	0.0	0.0	0.0	0.0	1.0
1006.0	280.0	0.0	218.0	295.0	1.0	0.0	0.3720050441361917
1011.0	461.0	0.0	0.0	0.0	1.0	0.0	1.0
1017.0	0.0	263.0	46.0	0.0	2.0	0.0	0.8511326860841424
1018.0	0.0	0.0	0.0	453.0	2.0	0.0	1.0
1019.0	0.0	0.0	78.0	21.0	3.0	0.0	0.7878787878787878
1020.0	0.0	740.0	0.0	0.0	0.0	0.0	1.0
1024.0	0.0	27.0	0.0	0.0	2.0	0.0	1.0
1026.0	217.0	49.0	0.0	9.0	1.0	0.0	0.7890909090909091
1029.0	0.0	3.0	14.0	2.0	1.0	0.0	0.7368421052631579
1041.0	9.0	494.0	0.0	256.0	3.0	0.0	0.6508563899868248
1042.0	5.0	515.0	0.0	227.0	3.0	0.0	0.6894243641231593
1043.0	5.0	533.0	0.0	263.0	3.0	0.0	0.66541822721598
1064.0	59.0	168.0	0.0	1.0	0.0	0.0	0.7368421052631579
1066.0	104.0	0.0	0.0	45.0	1.0	0.0	0.697986577181208
1070.0	0.0	0.0	0.0	294.0	0.0	0.0	1.0
1078.0	1.0	467.0	0.0	3.0	0.0	0.0	0.9915074309978769
1079.0	119.0	18.0	0.0	0.0	3.0	0.0	0.8686131386861314
1080.0	0.0	51.0	116.0	3.0	1.0	0.0	0.6823529411764706
1081.0	0.0	19.0	0.0	0.0	2.0	0.0	1.0
1082.0	202.0	382.0	0.0	0.0	0.0	0.0	0.6541095890410958
1089.0	36.0	1.0	0.0	118.0	1.0	0.0	0.7612903225806451
1090.0	0.0	0.0	396.0	0.0	1.0	0.0	1.0
1093.0	4.0	4.0	247.0	0.0	3.0	0.0	0.9686274509803922
1094.0	0.0	54.0	142.0	0.0	1.0	0.0	0.7244897959183674
1095.0	0.0	718.0	1.0	23.0	2.0	0.0	0.967654986522911
1097.0	16.0	4.0	0.0	54.0	2.0	0.0	0.7297297297297297
1109.0	0.0	3.0	245.0	17.0	3.0	0.0	0.9245283018867925
1113.0	519.0	268.0	3.0	0.0	1.0	0.0	0.6569620253164556
1115.0	1.0	130.0	0.0	0.0	2.0	0.0	0.9923664122137404
1119.0	0.0	536.0	0.0	0.0	3.0	0.0	1.0
1125.0	254.0	0.0	0.0	1.0	1.0	0.0	0.996078431372549
1127.0	589.0	112.0	0.0	1093.0	0.0	0.0	0.6092530657748049
1133.0	561.0	0.0	0.0	1.0	1.0	0.0	0.998220640569395
1135.0	6.0	1.0	0.0	180.0	2.0	0.0	0.9625668449197861
1142.0	0.0	6.0	9.0	0.0	1.0	0.0	0.6
1150.0	201.0	11.0	0.0	0.0	2.0	0.0	0.9481132075471698
1152.0	0.0	62.0	0.0	3.0	2.0	0.0	0.9538461538461539
1153.0	91.0	211.0	0.0	0.0	0.0	0.0	0.6986754966887417
1165.0	472.0	0.0	0.0	0.0	3.0	0.0	1.0
1167.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0
1168.0	2.0	202.0	0.0	0.0	2.0	0.0	0.9901960784313726
1169.0	149.0	1.0	0.0	0.0	1.0	0.0	0.9933333333333333
1170.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0
1171.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
1173.0	3.0	0.0	263.0	24.0	3.0	0.0	0.906896551724138
1175.0	0.0	1.0	0.0	328.0	1.0	0.0	0.9969604863221885
1176.0	433.0	0.0	0.0	0.0	1.0	0.0	1.0
1178.0	22.0	0.0	0.0	0.0	2.0	0.0	1.0
1179.0	22.0	0.0	0.0	0.0	2.0	0.0	1.0
1180.0	2.0	0.0	0.0	1069.0	1.0	0.0	0.9981325863678805
1182.0	68.0	205.0	0.0	0.0	3.0	0.0	0.7509157509157509
1183.0	564.0	452.0	2.0	0.0	1.0	0.0	0.5540275049115914
1186.0	566.0	240.0	0.0	0.0	1.0	0.0	0.7022332506203474
1187.0	441.0	5.0	0.0	0.0	2.0	0.0	0.9887892376681614
1188.0	181.0	115.0	0.0	1.0	1.0	0.0	0.6094276094276094
1191.0	2.0	413.0	0.0	339.0	2.0	0.0	0.5477453580901857
1192.0	0.0	1.0	0.0	24.0	2.0	0.0	0.96
1193.0	411.0	22.0	0.0	0.0	2.0	0.0	0.9491916859122402
1200.0	0.0	424.0	0.0	349.0	3.0	0.0	0.5485122897800776
1203.0	11.0	0.0	0.0	0.0	1.0	0.0	1.0
1204.0	0.0	510.0	0.0	1.0	0.0	0.0	0.9980430528375733
1205.0	0.0	3.0	0.0	14.0	2.0	0.0	0.8235294117647058
1213.0	0.0	0.0	0.0	1083.0	1.0	0.0	1.0
1214.0	0.0	531.0	0.0	3.0	3.0	0.0	0.9943820224719101
1221.0	0.0	521.0	0.0	0.0	2.0	0.0	1.0
1222.0	173.0	0.0	0.0	18.0	1.0	0.0	0.9057591623036649
1232.0	0.0	0.0	225.0	0.0	3.0	0.0	1.0
1235.0	224.0	1.0	0.0	0.0	1.0	0.0	0.9955555555555555
1236.0	15.0	0.0	0.0	27.0	1.0	0.0	0.6428571428571429
1239.0	0.0	47.0	184.0	0.0	1.0	0.0	0.7965367965367965
1240.0	1.0	34.0	190.0	0.0	1.0	0.0	0.8444444444444444
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.0	0.0	0.0	0.0	39.0	3.0	1.0	1.0
4.0	15.0	4.0	0.0	0.0	0.0	1.0	0.7894736842105263
7.0	0.0	7.0	0.0	21.0	3.0	1.0	0.75
8.0	0.0	0.0	0.0	18.0	3.0	1.0	1.0
10.0	0.0	19.0	0.0	9.0	1.0	1.0	0.6785714285714286
13.0	0.0	13.0	6.0	198.0	3.0	1.0	0.9124423963133641
14.0	25.0	58.0	0.0	440.0	3.0	1.0	0.8413001912045889
15.0	0.0	0.0	0.0	44.0	3.0	1.0	1.0
16.0	0.0	33.0	5.0	2.0	1.0	1.0	0.825
17.0	0.0	28.0	0.0	106.0	3.0	1.0	0.7910447761194029
18.0	0.0	36.0	0.0	118.0	3.0	1.0	0.7662337662337663
19.0	42.0	37.0	0.0	0.0	0.0	1.0	0.5316455696202531
20.0	15.0	39.0	0.0	1221.0	3.0	1.0	0.9576470588235294
21.0	3.0	9.0	0.0	0.0	1.0	1.0	0.75
23.0	0.0	0.0	0.0	78.0	3.0	1.0	1.0
24.0	72.0	0.0	0.0	0.0	0.0	1.0	1.0
26.0	0.0	17.0	1.0	7.0	1.0	1.0	0.68
27.0	0.0	40.0	0.0	8.0	1.0	1.0	0.8333333333333334
30.0	10.0	161.0	18.0	1468.0	3.0	1.0	0.8859384429692215
32.0	114.0	6.0	0.0	41.0	0.0	1.0	0.7080745341614907
33.0	36.0	86.0	6.0	33.0	1.0	1.0	0.5341614906832298
37.0	9.0	300.0	20.0	35.0	1.0	1.0	0.8241758241758241
42.0	1.0	192.0	69.0	1384.0	3.0	1.0	0.8408262454434994
43.0	0.0	0.0	0.0	127.0	3.0	1.0	1.0
44.0	52.0	17.0	0.0	0.0	0.0	1.0	0.7536231884057971
49.0	65.0	169.0	1.0	894.0	3.0	1.0	0.79185119574845
51.0	115.0	181.0	0.0	711.0	3.0	1.0	0.7060575968222443
52.0	81.0	37.0	0.0	0.0	0.0	1.0	0.6864406779661016
53.0	61.0	224.0	2.0	15.0	1.0	1.0	0.7417218543046358
54.0	252.0	158.0	0.0	13.0	0.0	1.0	0.5957446808510638
55.0	0.0	0.0	0.0	598.0	3.0	1.0	1.0
56.0	1.0	84.0	0.0	669.0	3.0	1.0	0.8872679045092838
57.0	19.0	204.0	0.0	2391.0	3.0	1.0	0.91469013006886
59.0	170.0	320.0	9.0	41.0	1.0	1.0	0.5925925925925926
61.0	128.0	1.0	0.0	2.0	0.0	1.0	0.9770992366412213
62.0	247.0	67.0	0.0	21.0	0.0	1.0	0.7373134328358208
66.0	12.0	226.0	250.0	3040.0	3.0	1.0	0.8616780045351474
68.0	0.0	33.0	18.0	0.0	1.0	1.0	0.6470588235294118
69.0	782.0	1664.0	273.0	984.0	1.0	1.0	0.4493653794220902
73.0	11.0	165.0	32.0	1767.0	3.0	1.0	0.8946835443037975
74.0	16.0	0.0	0.0	1.0	0.0	1.0	0.9411764705882353
77.0	167.0	97.0	0.0	3.0	0.0	1.0	0.6254681647940075
78.0	274.0	61.0	1.0	11.0	0.0	1.0	0.7896253602305475
82.0	172.0	0.0	0.0	0.0	0.0	1.0	1.0
83.0	1.0	92.0	0.0	0.0	1.0	1.0	0.989247311827957
85.0	12.0	116.0	27.0	53.0	1.0	1.0	0.5576923076923077
87.0	0.0	219.0	0.0	1871.0	3.0	1.0	0.8952153110047847
88.0	279.0	147.0	35.0	0.0	0.0	1.0	0.6052060737527115
89.0	3.0	75.0	60.0	3639.0	3.0	1.0	0.9634630659253376
90.0	0.0	375.0	0.0	1086.0	3.0	1.0	0.7433264887063655
92.0	591.0	94.0	0.0	8.0	0.0	1.0	0.8528138528138528
93.0	124.0	252.0	23.0	0.0	1.0	1.0	0.631578947368421
96.0	6.0	61.0	0.0	1844.0	3.0	1.0	0.9649398220826793
99.0	975.0	332.0	0.0	93.0	0.0	1.0	0.6964285714285714
101.0	552.0	82.0	0.0	101.0	0.0	1.0	0.7510204081632653
102.0	694.0	670.0	17.0	144.0	0.0	1.0	0.4550819672131148
104.0	928.0	165.0	0.0	36.0	0.0	1.0	0.8219663418954827
105.0	42.0	1269.0	1.0	69.0	1.0	1.0	0.9188993482983345
107.0	303.0	139.0	326.0	2165.0	3.0	1.0	0.7381520627344016
108.0	95.0	372.0	1.0	148.0	1.0	1.0	0.6038961038961039
109.0	8.0	224.0	0.0	0.0	1.0	1.0	0.9655172413793104
111.0	0.0	0.0	0.0	284.0	3.0	1.0	1.0
112.0	122.0	32.0	0.0	3.0	0.0	1.0	0.7770700636942676
113.0	100.0	494.0	59.0	3987.0	3.0	1.0	0.8592672413793103
114.0	0.0	1.0	76.0	1166.0	3.0	1.0	0.9380530973451328
118.0	169.0	636.0	85.0	302.0	1.0	1.0	0.5335570469798657
119.0	137.0	91.0	0.0	0.0	0.0	1.0	0.6008771929824561
122.0	0.0	0.0	0.0	293.0	3.0	1.0	1.0
123.0	0.0	0.0	0.0	282.0	3.0	1.0	1.0
125.0	702.0	533.0	22.0	1161.0	3.0	1.0	0.4801488833746898
126.0	1127.0	3739.0	223.0	789.0	1.0	1.0	0.6361007145287513
128.0	1.0	360.0	0.0	5220.0	3.0	1.0	0.9353162515678194
130.0	202.0	651.0	0.0	36.0	1.0	1.0	0.7322834645669292
134.0	131.0	467.0	35.0	132.0	1.0	1.0	0.6104575163398693
136.0	201.0	109.0	0.0	1.0	0.0	1.0	0.6463022508038585
137.0	640.0	802.0	3.0	54.0	1.0	1.0	0.5350233488992662
140.0	725.0	144.0	0.0	3.0	0.0	1.0	0.8314220183486238
144.0	550.0	49.0	43.0	99.0	0.0	1.0	0.7422402159244265
145.0	713.0	3.0	0.0	0.0	0.0	1.0	0.9958100558659218
146.0	7.0	188.0	0.0	0.0	1.0	1.0	0.9641025641025641
149.0	0.0	0.0	0.0	345.0	3.0	1.0	1.0
151.0	0.0	0.0	0.0	343.0	3.0	1.0	1.0
152.0	415.0	24.0	0.0	2.0	0.0	1.0	0.9410430839002267
154.0	1.0	97.0	80.0	1246.0	3.0	1.0	0.875
155.0	71.0	19.0	0.0	0.0	0.0	1.0	0.7888888888888889
156.0	22.0	174.0	115.0	3448.0	3.0	1.0	0.9172652301143921
159.0	0.0	83.0	0.0	0.0	1.0	1.0	1.0
161.0	308.0	294.0	0.0	33.0	0.0	1.0	0.48503937007874015
162.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0
163.0	80.0	0.0	0.0	0.0	0.0	1.0	1.0
